year,mes,dia,pcp_mm,evap_mm,TMAX_C,TMIN_C
1979,3,7,0,2,23.5,13.5
1979,3,8,0,3.7,28,13
1979,3,9,0,3.5,29,13.5
1979,3,10,0.5,2.3,26.5,14.5
1979,3,11,3.5,0.5,16.5,13.5
1979,3,12,1,1,21.5,13.5
1979,3,13,0,1.7,25.5,14
1979,3,14,0,1.6,25,17
1979,3,15,3.5,3.2,27.5,18.5
1979,3,16,2,1.1,25.5,18.5
1979,3,17,0.5,1.9,27,19.5
1979,3,18,0.5,2,26,19
1979,3,19,0,5.4,33,19.5
1979,3,20,0,2.6,31.5,21.5
1979,3,21,0,5.4,33,22
1979,3,22,0,5.2,37.5,20.5
1979,3,23,0,6.5,30.5,20
1979,3,24,0,4.5,28.5,18.5
1979,3,25,0.5,1.7,24.5,18.5
1979,3,26,0,1.7,26,15.5
1979,3,27,1,2.2,26,17.5
1979,3,28,0,1.4,27,20.5
1979,3,29,0,2.1,30.5,21
1979,3,30,0,2.7,31.5,21.5
1979,3,31,0,5.1,30.5,22.5
1979,4,1,0,4.6,34.5,21.5
1979,4,2,0,7.2,33,22.5
1979,4,3,0,0.88,33,22.5
1979,4,4,0,0.89,22.5,21.5
1979,4,5,0.5,1.48,22.5,19
1979,4,6,0.5,1.59,23.5,19
1979,4,7,0,2.38,28.5,20
1979,4,8,0,3.28,32.5,17.5
1979,4,9,0,4.44,33.5,20
1979,4,10,0,6.84,36.5,21.5
1979,4,11,0,8.82,42,21.5
1979,4,12,0,5.46,39.5,20.5
1979,4,13,0,4.78,32,22.5
1979,4,14,0,2.19,29,21.5
1979,4,15,0,5.41,32,20.5
1979,4,16,14.8,5.79,32,21.5
1979,4,17,0,5.18,33,20.5
1979,4,18,0,2.33,33.5,20
1979,4,19,6,7.93,33.5,22.5
1979,4,20,1.5,5.24,39,23.5
1979,4,21,12,5.73,35,20.5
1979,4,22,7,2.22,27.5,19
1979,4,23,0,2.87,28.5,19
1979,4,24,0,3.49,31,20.5
1979,4,25,0,6.06,35,20.5
1979,4,26,0,6.26,36.5,21
1979,4,27,0,5.21,32,23
1979,4,28,0,3.1,31,24.5
1979,4,29,0,3.61,35.5,21.5
1979,4,30,0,6.04,34,24.5
1979,5,1,0,3.8,33,21.5
1979,5,2,0,6,36,23
1979,5,3,0,5.3,36.5,23
1979,5,4,0,4.8,35.5,23.5
1979,5,5,0,3,28.5,19.5
1979,5,6,0,6.3,32.5,18
1979,5,7,0,4.7,34.5,18.5
1979,5,8,0,5,35.5,22.5
1979,5,9,0,3.9,38.5,22
1979,5,10,0,4.1,35.5,23.5
1979,5,11,5,6.2,32,24
1979,5,12,5,0.8,21,20.5
1979,5,13,3,0.6,21.5,17.5
1979,5,14,0,1.4,25.5,17.5
1979,5,15,0,3,29,19
1979,5,16,0,2.1,26,20.5
1979,5,17,0,4.1,30.5,18.5
1979,5,18,0,4.8,31.5,19
1979,5,19,0,5.3,33,19
1979,5,20,0,5.4,33,20.5
1979,5,21,0,6.2,35.5,21
1979,5,22,0,4.6,37,23
1979,5,23,3.5,4.9,34.5,24.5
1979,5,24,0,2.4,30,24.5
1979,5,25,0,3.1,28.5,21.5
1979,5,26,0,1.9,30,22
1979,5,27,0,5.1,36.5,22.5
1979,5,28,0,5.1,34,21
1979,5,29,0,6,37,23.5
1979,5,30,0,6.9,38,23.5
1979,5,31,0,4.5,33,25.5
1979,6,1,0,5.1,35.5,25
1979,6,2,0,4.8,34.5,22.5
1979,6,3,0,4.7,33.5,23.5
1979,6,4,0,5.2,34.5,24.5
1979,6,5,7,2.2,35.5,24.5
1979,6,6,0,3.8,32.5,23.5
1979,6,7,0,4.3,35.5,24.5
1979,6,8,1,4.2,34.5,24.5
1979,6,9,40,1.5,35,25.5
1979,6,10,82.5,1.5,30,21.5
1979,6,11,1,3.6,26.5,21.5
1979,6,12,0,3.7,24.5,21.5
1979,6,13,0,6.3,31.5,20
1979,6,14,0,5.8,32,18.5
1979,6,15,0,4.6,32.5,19.5
1979,6,16,0,5.8,34.5,20
1979,6,17,0,6.2,33.5,21
1979,6,18,0,3.8,32.5,22.5
1979,6,19,0,5.3,33,24
1979,6,20,0,3.9,34,23.5
1979,6,21,0,6.2,34.5,23.5
1979,6,22,0,6.5,34.5,23
1979,6,23,0,6.4,34,21.5
1979,6,24,0,3,31.5,23
1979,6,25,7.5,3.4,28.5,21.5
1979,6,26,0,4.8,31.5,22.5
1979,6,27,0,4.7,37.5,23
1979,6,28,0,2.8,35,24.5
1979,6,29,0,5.9,33.5,20.5
1979,6,30,0,5.4,35.5,22
1979,7,1,0,6.3,34.5,22
1979,7,2,0,5.9,38.5,22.5
1979,7,3,0,5.1,34.5,22.5
1979,7,4,0,6.4,34.5,21
1979,7,5,6,5.8,35.5,22.5
1979,7,6,17,6.6,34.5,21
1979,7,7,2,3.5,34,23
1979,7,8,19,6,35.5,23
1979,7,9,0,7.4,38.5,22.5
1979,7,10,3,7,35.5,20
1979,7,11,0,3.2,38.5,21
1979,7,12,0,6.1,37.5,23
1979,7,13,0,2.6,37.5,21
1979,7,14,0,5.9,35.5,22
1979,7,16,9,5.3,35.5,21.5
1979,7,17,0,6.6,33.5,22.5
1979,7,19,0,5.9,36.5,21
1979,7,20,0,3.8,38.5,21.5
1979,7,21,0,4.4,38,22.5
1979,7,22,0,4.2,38,23
1979,7,23,0,5.5,35.5,22.5
1979,7,24,0,6.3,39.5,24.5
1979,7,25,0,7,39,23
1979,7,26,0,5.6,38,22.5
1979,7,27,0,3.5,35.5,22.5
1979,7,28,1.5,5.3,35.5,23.5
1979,7,29,0,4,35.5,21.5
1979,7,30,0,4.3,36.5,22.5
1979,7,31,0,4.7,36.5,23
1979,8,1,0,5.2,34,23
1979,8,2,0,3.8,34,22.5
1979,8,3,7,4.4,33,22.5
1979,8,4,40,5.2,28.5,23
1979,8,5,49.5,3.7,25.5,22.5
1979,8,6,0.5,1.8,27,22.5
1979,8,7,0,2.8,32,22
1979,8,8,13.5,4.7,32,22.5
1979,8,9,0.5,5,30.5,22.5
1979,8,10,3.5,2.4,29.5,23.5
1979,8,11,1,2.4,31.5,22.5
1979,8,12,1,2.1,31.5,23
1979,8,13,0,2.3,30,22.5
1979,8,14,18.5,3.7,29.5,23.5
1979,8,15,30.5,3.6,27,20.5
1979,8,16,0,3.2,31,20.5
1979,8,17,0,3.5,31.5,20.5
1979,8,18,0,3.5,32.5,21.5
1979,8,19,0,4.9,31.5,22
1979,8,20,4.5,3.5,30.5,21.5
1979,8,21,20.5,4.5,31.5,22.5
1979,8,22,0,5.2,31.5,21.5
1979,8,23,0,4.4,32,22
1979,8,24,11,5.2,28.5,22
1979,8,25,10,2.5,26.5,21
1979,8,26,1,3,27,21
1979,8,27,32,4.9,31,22
1979,8,28,0,3.1,29.5,22.5
1979,8,29,35,4.3,30.5,23
1979,8,30,0,3.7,32.5,23.5
1979,8,31,2,3.3,31.5,22.5
1979,9,1,0,4.2,32,22
1979,9,2,0,4,32.5,23
1979,9,3,0,4.1,32.5,23
1979,9,4,0,4,32.5,23
1979,9,5,0,3.9,33,22
1979,9,6,7,2,30,22.5
1979,9,7,61.5,3.1,26.5,22.5
1979,9,8,62,2.4,29,22.5
1979,9,9,9.5,2.5,27,22
1979,9,10,5,4.3,29.5,22.5
1979,9,11,26.5,5.8,29.5,22.5
1979,9,12,0,4.5,31.5,22.5
1979,9,13,0,4.7,32.5,23
1979,9,14,0,2.8,32,22.5
1979,9,15,4,2.1,29,22.5
1979,9,16,0,3.2,26,19.5
1979,9,17,19.5,4,21.6,19.5
1979,9,18,8,5,24.5,17.5
1979,9,19,0,5.1,27,17.5
1979,9,20,0,4.6,31,21.5
1979,9,21,0,5.3,31.5,21.5
1979,9,22,0,4,30,22.5
1979,9,23,0,5.5,30.5,20.5
1979,9,24,0,3.7,30.5,20.5
1979,9,25,0,4.1,30.5,19.5
1979,9,26,0,2.2,30,19
1979,9,27,0,4.8,30.5,17.5
1979,9,28,0,2.8,30.5,18
1979,9,29,0,2.5,30.5,18.5
1979,9,30,0,4.1,31,17
1979,10,1,0,4.1,32.5,18.5
1979,10,2,0,2.8,33.5,18.5
1979,10,3,0,3.1,32,19
1979,10,4,0,3.3,32,18.5
1979,10,5,0,3.7,31.5,19
1979,10,6,0,1.8,31.5,19.5
1979,10,7,0,3.3,31.5,20
1979,10,8,0,3.5,31.5,19.5
1979,10,9,0,2.1,32,18.5
1979,10,10,0,2.1,30,20.5
1979,10,11,0,4.1,32.5,19.5
1979,10,12,0,4,32,19.5
1979,10,13,0,3.4,32.5,18.5
1979,10,14,0,3.1,31,21
1979,10,15,0,2.7,33.5,20.5
1979,10,16,0,3.3,33.5,20.5
1979,10,17,0,2.9,32.5,20.5
1979,10,18,0,2.6,32.5,19.5
1979,10,19,0,2.3,32,20.5
1979,10,20,0,3.3,33.5,20
1979,10,21,0,3.3,32.5,20.5
1979,10,22,0,4.3,33,21.5
1979,10,23,0,2,28.5,18.5
1979,10,24,0,3,28,15
1979,10,25,0,1.8,26,16.5
1979,10,26,0,1,26.5,17.5
1979,10,27,0,2.4,31.5,17.5
1979,10,28,0,2,30.5,16.5
1979,10,29,5,4.1,31.5,19
1979,10,30,0,5,32.5,22
1979,10,31,0,4.7,29.5,20.5
1979,11,1,0,2,29.5,16.5
1979,11,2,10,2,23.5,19
1979,11,3,2,0.2,19.5,17
1979,11,4,0,0.7,26.5,17.5
1979,11,5,0,2.2,29.5,17
1979,11,6,0,2.6,28.5,18.5
1979,11,7,0,1.9,24.5,19
1979,11,8,0,2.1,29.5,15.5
1979,11,9,0,2.9,32.5,15
1979,11,10,4.5,2.9,31.5,18.5
1979,11,11,3,0.5,17.5,14.5
1979,11,12,11,1,21.5,14.5
1979,11,13,10,1.9,18.5,17.5
1979,11,14,5,2.6,18.5,14
1979,11,15,0,0.8,19.5,14.5
1979,11,16,0,0.4,22.5,16.5
1979,11,17,0,2.8,28,17.5
1979,11,18,0,1.7,27.5,15
1979,11,19,0,2.3,30,16
1979,11,20,0,3,29.5,19
1979,11,21,11,0.6,29.5,19
1979,11,22,8,0.7,16.6,16.5
1979,11,23,2,1.5,17,8
1979,11,24,0,0.4,23.5,9.5
1979,11,25,0,1.5,24.5,11
1979,11,26,0,1.8,26.5,10
1979,11,27,0,1.5,29.5,13
1979,11,28,0,3.8,26.5,16.5
1979,11,29,0,3.2,17,13.5
1979,11,30,0,2,16.5,10.5
1979,12,1,2.5,0.85,15.5,11.5
1979,12,2,11,1.88,17.5,11.5
1979,12,3,51,1.17,14.5,10
1979,12,4,39.5,2.58,18.5,11
1979,12,5,0,2.73,22,14
1979,12,6,0,1.03,27,11
1979,12,7,0,2.91,28,12
1979,12,8,7.2,2.26,20,12
1979,12,9,12.5,2.32,21.5,13
1979,12,10,0,2.21,26.5,17.5
1979,12,11,0,2.62,29.5,16.5
1979,12,12,0.5,1.29,28,13.5
1979,12,13,2,1.31,21,13
1979,12,14,3,0.85,19.5,12.5
1979,12,15,0,0.55,16.5,11.5
1979,12,16,4.5,0.65,20,11.5
1979,12,17,0,0.95,15.5,13.5
1979,12,18,0,1.29,17.5,9
1979,12,19,0,0.91,22.5,9.5
1979,12,20,0,1.62,25.5,14
1979,12,21,0,1.63,30,16
1979,12,22,0,0.96,30,16.5
1979,12,23,0,1.48,29.5,17.5
1979,12,24,0,1.83,20.5,17
1979,12,25,0,1.93,24.5,15
1979,12,26,0,0.81,24.5,11
1979,12,27,0,0.68,25,12.5
1979,12,28,0,1.58,25.5,13.5
1979,12,29,4,0.45,22,18
1979,12,30,0,1.72,19.5,14.5
1979,12,31,1.5,1.47,17.5,14.5
1980,1,1,0,1.28,21,13.5
1980,1,2,0.5,1.27,23,13
1980,1,3,3,0.37,24,11
1980,1,4,0,1.26,21,10
1980,1,5,0,1.77,23.5,9
1980,1,6,0,1.46,23.5,10
1980,1,7,0,0.82,26.5,12
1980,1,8,0,0.72,23.5,13.5
1980,1,9,0,1.52,23.5,16.5
1980,1,10,0,1.96,26.5,18.5
1980,1,11,0,0.79,25.5,15
1980,1,12,0,1.29,18,16.5
1980,1,13,0,2.21,25,13.5
1980,1,14,0,0.21,26.5,14
1980,1,15,0,1.98,26.5,14.5
1980,1,16,0,1.48,26.5,17.5
1980,1,17,0,2.32,28.5,18.5
1980,1,18,0,1.98,26.5,19.5
1980,1,19,1,1.79,27,18.5
1980,1,20,2,0.85,27,19.5
1980,1,21,4,1.39,25,18.5
1980,1,22,8,0.24,29,19.5
1980,1,23,2,1.13,20,15
1980,1,24,0.1,2.07,19.5,13.5
1980,1,25,2.5,1.27,19.5,10.5
1980,1,26,4.5,3.75,26.5,12.5
1980,1,27,0,1.84,27.5,16
1980,1,28,0,0.89,21,16.5
1980,1,29,0,2.27,26,19
1980,1,30,1,1.25,26.5,19.5
1980,1,31,12,0.54,20,18.5
1980,2,1,0,0.9,11.5,10.5
1980,2,2,0,1,18.5,8
1980,2,3,0,2.6,22,10.5
1980,2,4,0,2.1,24.5,10
1980,2,5,0,1.9,26.5,11
1980,2,6,0,0.6,22,11
1980,2,7,0,1.2,23.5,13.5
1980,2,8,1,2.4,25.5,13.5
1980,2,9,4,0.6,14.6,14.5
1980,2,10,0,0.5,12.5,8
1980,2,11,0,0.5,15.5,8.5
1980,2,12,0,0.9,18.5,11.5
1980,2,13,0,1.5,25.5,13
1980,2,14,0,1.1,24.5,14
1980,2,15,0,3.8,29.5,11
1980,2,16,0,1.3,26.5,15
1980,2,17,0,0.5,12,10.5
1980,2,18,0,1.7,20.5,8.5
1980,2,19,0,1.9,27.5,10
1980,2,20,0,2.8,29.5,13.5
1980,2,21,0,3.3,29.5,16
1980,2,22,0,2.8,30,16.5
1980,2,23,0,1.3,25.5,16.5
1980,2,24,52,2.2,26.5,17.5
1980,2,25,7.5,1.6,19.5,18
1980,2,26,0,1,21.5,12
1980,2,27,0,4.7,19.5,13
1980,2,28,0.5,3.2,25.5,14
1980,2,29,0,2.4,29.5,14.5
1980,3,1,0,3.2,23,16.5
1980,3,2,0,1.3,12,7.5
1980,3,3,0,1.6,18.5,8
1980,3,4,0,2.3,27.5,9
1980,3,5,0,2,30,11
1980,3,6,0,4.1,27.5,14
1980,3,7,0,3.2,30.5,16.5
1980,3,8,0,1.8,27.5,18
1980,3,9,0,2.1,29.5,19.5
1980,3,10,0,0.9,26.5,18
1980,3,11,0,3,29.5,19
1980,3,12,0,5.4,37.5,19
1980,3,13,0,2.6,32.5,17.5
1980,3,14,0,2.7,25,16
1980,3,15,0,3.3,28,18
1980,3,16,0,4.7,31,17.5
1980,3,17,13,2.3,31.5,19.5
1980,3,18,0,4.6,21.5,13.5
1980,3,19,0,4.4,28,15
1980,3,20,0,4.4,33.5,15.5
1980,3,21,0,3.6,28,19
1980,3,22,0,2.4,25,18.5
1980,3,23,0,4.4,32.5,17.5
1980,3,24,0,3.3,29.5,19.5
1980,3,25,1,2,29,19.5
1980,3,26,0,1.3,31.5,20
1980,3,27,0,3.2,31,21.5
1980,3,28,0,4.4,32.5,20.5
1980,3,29,0,3.9,32.5,21.5
1980,3,30,0,6.1,28,20.5
1980,3,31,0,4.8,28.5,19.5
1980,4,1,0,5.02,32.5,20.5
1980,4,2,0,6.19,35.5,22
1980,4,3,0,2.53,33,22
1980,4,4,0,2.17,29,19.5
1980,4,5,0,2.29,24,17
1980,4,6,0,3.47,32.5,18.5
1980,4,7,0,0.08,35,21.5
1980,4,8,70,3.12,30.5,22.5
1980,4,9,0,2.8,25.5,15.5
1980,4,10,0,5.13,29.5,14
1980,4,11,0,6.37,35,18
1980,4,12,0,7.99,38.5,20.5
1980,4,13,0,2.21,18.5,16.5
1980,4,14,0,3.91,22,14
1980,4,15,0,2.78,25.5,12.5
1980,4,16,0,2.38,24,16
1980,4,17,6,1.29,24.5,19
1980,4,18,0.01,1.83,26,19
1980,4,19,0,3.01,33,19
1980,4,20,0,4.28,27.5,16.5
1980,4,21,0,1.29,26,16.5
1980,4,22,1,3.82,27.5,17.5
1980,4,23,0,4.18,31.5,16.5
1980,4,24,0,6.95,36.5,18.5
1980,4,25,0,6.12,41.5,18.5
1980,4,26,0,7.01,33.5,19
1980,4,27,0,6.91,30,16.5
1980,4,28,0,4.08,28.5,19
1980,4,29,0,6.37,31.5,17.5
1980,4,30,0,4.6,34,18.5
1980,5,1,0,5.34,33.5,19.5
1980,5,2,0.5,3.15,34.5,22.5
1980,5,3,0,4.07,31,23
1980,5,4,5,1.71,31.5,22.5
1980,5,5,0.01,3.74,30,22.5
1980,5,6,0,3.38,32,22
1980,5,7,0,4.81,37,21.5
1980,5,8,0,7.92,41,23.5
1980,5,9,0,5.35,34,25
1980,5,10,0,3.99,35.5,23.5
1980,5,11,0,7.45,39.5,23.5
1980,5,12,1,6.47,38,25
1980,5,13,0,5.08,37,22.5
1980,5,14,0,6.65,35,24
1980,5,15,0,6.16,39.5,24
1980,5,16,0,7.73,43.5,24.5
1980,5,17,0,6.1,37,25
1980,5,18,0,5.9,36.5,24.5
1980,5,19,9,2.5,33.5,25
1980,5,20,0,4.26,31,20.5
1980,5,21,0,8.9,35.5,22.5
1980,5,22,0,4.42,34,23
1980,5,23,0,4.95,35.5,24.5
1980,5,24,0,5.81,39.5,25
1980,5,25,0,7.99,40,24.5
1980,5,26,20.5,9.02,39,23.5
1980,5,27,0,5.88,39,21.5
1980,5,28,0,6.08,35,21.5
1980,5,29,0,5.58,35.5,24.5
1980,5,30,0,6.64,36.5,23.5
1980,5,31,0,6.69,36.5,23
1980,6,1,0,7.6,36,23
1980,6,2,0,7,35.5,22.5
1980,6,3,0,6.4,35,23
1980,6,4,1,2.9,32.5,23.5
1980,6,5,0,6.1,35.5,22.5
1980,6,6,0,6.8,36,23.5
1980,6,7,0,6.7,36,24
1980,6,8,0,7.5,37,24
1980,6,9,0,7.6,36.5,22
1980,6,10,0,5.7,31.5,21.5
1980,6,11,0,8.6,36.5,21.5
1980,6,12,0,7.8,36.5,21
1980,6,13,0,7.2,36.5,22
1980,6,14,0,6.6,36.5,22.5
1980,6,15,0,7.6,35.5,23
1980,6,16,0,6.9,35.5,23
1980,6,17,0,6.2,36.5,23.5
1980,6,18,0,5.6,37.5,23
1980,6,19,0,5,34.5,23.5
1980,6,20,6,2.3,29.5,24
1980,6,21,0,3.1,32.5,23
1980,6,22,1.5,1.5,29,25
1980,6,23,0,4.8,30.5,23
1980,6,24,0,3.9,34,23
1980,6,25,1.5,4.8,34.5,23.5
1980,6,26,0,4.1,34.5,22.5
1980,6,27,0,7.6,36,23
1980,6,28,0,4.5,33.5,22
1980,6,29,0,6.9,35.5,24
1980,6,30,0,6.4,34.5,24.5
1980,7,1,0,6.4,36,23
1980,7,2,0,8.4,37.5,24.5
1980,7,3,0,6.3,37.5,23.5
1980,7,4,0,5.1,34,22.5
1980,7,5,0,3.4,35.5,23
1980,7,6,0,7.7,36.5,23.5
1980,7,7,1,4.5,33,22.5
1980,7,8,0,2.5,34.5,22.5
1980,7,9,0,5.5,35.5,22.5
1980,7,10,0,7.5,35,23
1980,7,11,0,7.2,36,23
1980,7,12,0,6.3,34.5,24
1980,7,13,0,8.6,37.5,23
1980,7,14,1,3.2,33,24
1980,7,15,0,5.4,33.5,22.5
1980,7,16,0,7.1,35.5,22.5
1980,7,17,0,6.5,36.5,23.5
1980,7,18,0,8.5,37,23.5
1980,7,19,0,7.3,38,24.5
1980,7,20,0,5.4,38,25
1980,7,21,0,7.4,37.5,24.5
1980,7,22,0,6.9,37.5,24
1980,7,23,0,8.5,37.5,23.5
1980,7,24,0,7,36.5,24
1980,7,25,0,7.3,38.5,24.5
1980,7,26,0,4.9,36,24
1980,7,27,0,6.6,36,23.5
1980,7,28,0,7.6,36.5,23.5
1980,7,29,0,2,30.5,24
1980,7,30,0,4.5,35,21.5
1980,7,31,0,7.2,36,22.5
1980,8,1,0,5.7,34.5,23
1980,8,2,0,8.4,38.5,23.5
1980,8,3,0,7.8,37,24
1980,8,4,0,6.3,38.5,24
1980,8,5,0,8.1,36.5,23
1980,8,6,87,1.1,33.5,22.5
1980,8,7,8.5,3.3,29.5,22
1980,8,8,0,6,34.5,22.5
1980,8,9,0,7.4,38.5,24
1980,8,10,0,6.1,38,24.5
1980,8,11,9,5.8,35,25.5
1980,8,12,24,4,30,24.5
1980,8,13,0,5.5,33,23.5
1980,8,14,0,5.9,34,23.5
1980,8,15,0,6.9,35,20
1980,8,16,0,5.2,35,24.5
1980,8,17,0,4.3,33.5,25
1980,8,18,2,2.1,30,24
1980,8,19,0,3.7,33,24
1980,8,20,0,4.6,33.5,23.5
1980,8,21,0,2.5,32,23.5
1980,8,22,0,3.5,34,22.5
1980,8,23,0,5,32,22.5
1980,8,24,2.5,7.2,30.5,22.5
1980,8,25,0,6.8,33.5,22
1980,8,26,0,4.3,34,22
1980,8,27,0,7.2,34,21.5
1980,8,28,0,5.2,34,23
1980,8,29,0,5.1,33,23
1980,8,30,0,6.6,38.5,23.5
1980,8,31,0,3.8,32.5,22
1980,9,1,61,3.3,30,23.5
1980,9,2,9.5,2.6,28.5,22
1980,9,3,5.5,3.1,29,22
1980,9,4,0,1.4,34.5,22.5
1980,9,5,0,4.4,33.5,23
1980,9,6,0,4.3,34.5,22
1980,9,7,0,5.5,32.5,23
1980,9,8,0,3.5,32.5,22.5
1980,9,9,7,3.4,31.5,23.5
1980,9,10,4,1.6,30,23.5
1980,9,11,4,1.2,30,22
1980,9,12,0,2.1,29,20.5
1980,9,13,8,4.5,32,22
1980,9,14,10.5,1.2,30.5,22.5
1980,9,15,0,3.1,31,21.5
1980,9,16,0,3.7,34,21.5
1980,9,17,0,5.5,33,22
1980,9,18,0,4.1,33,23
1980,9,19,6.5,1.3,30.5,23.5
1980,9,20,0,2.8,28,21.5
1980,9,21,0,4,31.5,22
1980,9,22,0,2.9,32,22.5
1980,9,23,58,1.8,31.5,23.5
1980,9,24,67,1.2,29.5,23
1980,9,25,22,2.1,28,23
1980,9,26,48.5,4.5,28,24
1980,9,27,3.5,3.9,30.5,23
1980,9,28,2,2.4,30.5,23.5
1980,9,29,0,2.6,31,23.5
1980,9,30,0,4.1,33.5,22.5
1980,10,1,0,1,31,19.5
1980,10,2,0,4.1,34.5,21
1980,10,3,2.5,2.4,29.5,19.5
1980,10,4,0,2.8,29.5,21.5
1980,10,5,0,3.4,30,20
1980,10,6,16,2.6,29.5,19
1980,10,7,4,1.8,26,20.5
1980,10,8,0,4.4,29,18
1980,10,9,0,2.8,28,17.5
1980,10,10,0,2.9,29,18
1980,10,11,0,2.7,30,19.5
1980,10,12,0,2.7,30,20.5
1980,10,13,0,2.9,30,21
1980,10,14,0,3.4,31,20.5
1980,10,15,0,2.6,30.5,21.5
1980,10,16,0,2.4,31,22.5
1980,10,17,0,2.8,32,23
1980,10,18,0,2.6,32,23.5
1980,10,19,29.5,0.9,29,23
1980,10,20,4,1,19,17.5
1980,10,21,0,0.9,22,16.5
1980,10,22,0,2.1,24.5,17.5
1980,10,23,0,2.3,28.5,20.5
1980,10,24,76,1.4,28.5,21
1980,10,25,1,2.4,22,16.5
1980,10,26,0,1.8,27,17
1980,10,27,0,2.5,30.5,20.5
1980,10,28,11,3.8,32.5,22
1980,10,29,3,1,13,11
1980,10,30,0,1,16,10
1980,10,31,0,1.8,22.5,12
1980,11,1,0,1.6,25,12
1980,11,2,0,1.3,25,15.5
1980,11,3,0,0.7,27.5,17
1980,11,4,2,1,26.5,20
1980,11,5,0,4.2,26.5,19.5
1980,11,6,0,1.8,28,19
1980,11,7,0,1.4,28,15.5
1980,11,8,0,1.1,30.5,17
1980,11,9,0,1.1,30.5,17
1980,11,10,0,3,29,17.5
1980,11,11,0,0.4,28.5,14.5
1980,11,12,0,2.1,27,16.5
1980,11,13,0,2.3,31,14.5
1980,11,14,0,2.2,30,14.5
1980,11,15,0,0.8,30,15
1980,11,16,4,1.3,23,17
1980,11,17,6.5,1.7,14,10
1980,11,18,2,0.7,14.5,10.5
1980,11,19,0,0.6,15,11
1980,11,20,6,1.8,17.5,11.5
1980,11,21,4.8,0.3,15,13
1980,11,22,0,1.4,24.5,12
1980,11,23,5.5,1,21,14.5
1980,11,24,0,2,22,16.5
1980,11,25,5.5,0.1,23.5,17.5
1980,11,26,0,1,13,11
1980,11,27,0,0.8,15.5,10
1980,11,28,0,0.3,18,12
1980,11,29,0,1.7,20,12
1980,11,30,0,1.2,23.5,15
1980,12,1,0,1.7,25.5,15.5
1980,12,2,15.5,1.6,25.5,17
1980,12,3,10.5,1,20.5,18
1980,12,4,0,2.5,25.5,19
1980,12,5,0,1.2,25,18.5
1980,12,6,5,1.8,26.5,18.5
1980,12,7,0,0.1,26,20
1980,12,8,0,1.4,27,20
1980,12,9,7,1.8,25,21
1980,12,10,4.5,0.6,14.1,13.5
1980,12,11,0,1.2,19.5,10.5
1980,12,12,0,0.6,19,11
1980,12,13,0,1.7,24.5,15.5
1980,12,14,0,1,23.5,16.5
1980,12,15,0,2,26.5,16
1980,12,16,0,1.8,26.5,14
1980,12,17,0,1.4,25,14.5
1980,12,18,0,2.6,26,13
1980,12,19,1,1.5,25.5,12.5
1980,12,20,2,0.4,11.1,11
1980,12,21,6,0.1,13.5,8
1980,12,22,0,0.9,18.5,9
1980,12,23,0,1.2,22,12
1980,12,24,1.5,1.4,23,13
1980,12,25,0,1,16.5,12
1980,12,26,0,1,25,11
1980,12,27,0,1.3,24,11
1980,12,28,0,1.8,25,12
